Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 1,Coverage (%) Sample 2,Coverage (%) Sample 3,Coverage (%) Sample 4,Coverage (%) Sample 5,Coverage (%) Sample 6,Coverage (%) Sample 7,Coverage (%) Sample 8,Coverage (%) Sample 9,Coverage (%) Sample 10,Coverage (%) Sample 11,Coverage (%) Sample 12,Coverage (%) Sample 13,Coverage (%) Sample 14,Coverage (%) Sample 15,Coverage (%) Sample 16,Coverage (%) Sample 17,Coverage (%) Sample 18,Coverage (%) Sample 19,Coverage (%) Sample 20,Area Sample 1,Area Sample 2,Area Sample 3,Area Sample 4,Area Sample 5,Area Sample 6,Area Sample 7,Area Sample 8,Area Sample 9,Area Sample 10,Area Sample 11,Area Sample 12,Area Sample 13,Area Sample 14,Area Sample 15,Area Sample 16,Area Sample 17,Area Sample 18,Area Sample 19,Area Sample 20,#Peptides,#Unique,#Spec Sample 1,#Spec Sample 2,#Spec Sample 3,#Spec Sample 4,#Spec Sample 5,#Spec Sample 6,#Spec Sample 7,#Spec Sample 8,#Spec Sample 9,#Spec Sample 10,#Spec Sample 11,#Spec Sample 12,#Spec Sample 13,#Spec Sample 14,#Spec Sample 15,#Spec Sample 16,#Spec Sample 17,#Spec Sample 18,#Spec Sample 19,#Spec Sample 20,PTM,Avg. Mass,Description
1312,303,GROUPS_15182268,33.99,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1.19E6,,,,,,,,,,,,,2.9E5,,,,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,80960,Large cysteine-rich periplasmic protein OmcB
683,261,KNOT_28289804,33.99,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,5.44E5,,,,,,,,,,,3.35E4,2.53E4,,,,,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,95542,hypothetical protein
995,1717,GROUPS_2497124,33.98,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,,,,,,,,,,5.92E5,,,,,,,2E5,,,,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,Oxidation (M),24803,Elongation factor Tu
510,285,KNOT_24947524,33.97,5,0,0,0,0,0,0,3,3,0,3,0,2,0,0,0,0,0,0,0,0,,,,,,,1.72E5,1.66E5,,2.54E4,,0E0,,,,,,,,,2,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,,34855,Malate dehydrogenase
587,416,GROUPS_14895869,33.96,5,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5.56E4,2.69E4,,,,,,3.63E4,,,,,,,,,,,,,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,36813,hypothetical protein
1497,1137,GROUPS_6612476,33.96,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2.09E5,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,25547,IgA-specific serine endopeptidase autotransporter
42,304,KNOT_11443525,33.94,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,0,5,5,1.84E5,1.51E5,4.1E4,1.33E5,2.79E5,,4.14E5,8.21E5,4.25E5,3.42E5,3.08E5,3.92E5,,1.59E6,7.32E5,1.62E5,3.04E5,,3.8E5,6.2E5,1,1,1,1,1,1,2,0,2,2,1,1,1,1,0,2,2,1,1,0,1,2,,20159,Transcriptional repressor NrdR
485,2179,KNOT_91315,33.93,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,,,,,,,,,0E0,,6.45E4,,,,,,,0E0,,,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,,90646,Alkaline phosphatase synthesis sensor protein PhoR
710,626,KNOT_9755299,33.87,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,,,3.72E4,,,,,,,4.77E3,,,,,,,2.51E5,,,,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,74380,Ferrichrome-iron receptor
1349,1025,KNOT_5182793,33.82,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,2.03E4,,,,,,,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,59842,Fumarate reductase flavoprotein subunit
3860,142,KNOT_9805933,33.73,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.95E6,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27685,Ethanolamine ammonia-lyase light chain
1347,882,GROUPS_10828774,33.73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,9.9E4,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,17783,Mannose-1-phosphate guanylyltransferase 1
313,654,GROUPS_5513532,33.71,14,8,8,8,8,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4.41E5,4.97E5,1.14E6,2.13E6,,2.57E5,,,,,1.99E5,,,,,,,,,,2,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,15483,Curli production assembly/transport component CsgG
387,999,KNOT_4395006,33.70,24,0,19,0,0,10,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,,4.46E4,,,7.3E4,,,,,,1.99E4,,,,,,1.89E5,,,,3,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Oxidation (M),13207,50S ribosomal protein L7/L12
557,1905,KNOT_30742210,33.68,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5.56E6,,,,,,,,,,0E0,,,,,,,,,,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Carbamidomethylation,53559,hypothetical protein
715,1916,KNOT_33042678,33.65,6,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,0E0,,,,,,,,,0E0,,,,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Carbamidomethylation,48213,putative succinyl-diaminopimelate desuccinylase
311,1473,GROUPS_8679786,33.62,11,0,9,0,0,0,11,6,6,0,0,0,0,0,0,0,11,0,0,0,0,,4.63E5,,,,1.41E5,3.28E5,3.4E5,,,,,,,,5.81E4,,,,,3,3,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,13324,hypothetical protein
1789,1229,GROUPS_11301998,33.51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,,,,,,,,,,,,,,,4.15E5,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,18002,hypothetical protein
548,1289,GROUPS_15172016,33.48,5,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,,,,,,9.8E4,,,,0E0,,,,2.7E4,,2.93E4,,,,,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,,50943,hypothetical protein
850,1405,KNOT_30429837,33.45,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,1.71E3,,,,,,,,,,,4.72E5,,,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,33726,hypothetical protein
505,1066,KNOT_520778,33.42,5,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,,3.18E5,,,,,,7.07E5,3.76E3,,,,,,,,,,,,3,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,87889,Phenylalanine--tRNA ligase beta subunit
365,946,KNOT_31778237,33.40,7,3,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,4.69E4,5.42E4,,,,,,,,,,,,6.48E4,,,,,0E0,,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,34870,hypothetical protein
3674,924,GROUPS_8652850,33.38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,2.7E6,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,12958,hypothetical protein
518,959,KNOT_30662945,33.15,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,1.31E5,,0E0,,,,,,,,,,3.91E4,,,,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,,77698,Toxin RTX-I translocation ATP-binding protein
675,1904,KNOT_866819,33.11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,,,,,,,,,,,,,,,,,2.58E4,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Oxidation (M),72277,Flagellar hook-associated protein 2
502,748,KNOT_28176268,33.09,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1.48E6,,,,,,,,,,,,,,,1.42E5,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,68892,hypothetical protein
694,1200,GROUPS_15193706,33.07,9,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,0,0,,,,,,,,,2.73E4,,0E0,,,,,,1.77E5,,,,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Carbamidomethylation,47677,hypothetical protein
951,404,KNOT_1034467,33.01,8,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,2.42E4,,,1.77E5,,8.96E2,,,,,,,,,,,,,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Oxidation (M),35872,Extracellular sucrase
482,1166,KNOT_2930807,33.00,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.61E5,8.74E5,,,,,,,,,0E0,,,,,,,,,,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,95122,putative sulfoacetate--CoA ligase
1284,3121,KNOT_37719086,32.91,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,2.48E4,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,54756,hypothetical protein
975,1134,KNOT_5549051,32.91,15,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15E5,,,0E0,,,,,,,,,,,,,,,,,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22931,hypothetical protein
646,1103,KNOT_3000386,32.87,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,,,,,,,,,,,8.43E3,0E0,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,43379,hypothetical protein
363,486,KNOT_9549732,32.87,3,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,,2.22E5,,,,,3.74E5,1.89E5,4.47E4,,,,,,,,,,1.59E4,,2,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,,50704,Hydrogen cyanide synthase subunit HcnB
777,1820,KNOT_33275591,32.85,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,2.43E5,,,3.56E4,,,,,,,,,,,3.33E5,,,,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Carbamidomethylation,101350,hypothetical protein
621,1809,KNOT_12205968,32.85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,,,,,,,,,,,,,,,,,3.62E5,1.38E5,3.58E4,5.52E4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Oxidation (M),23262,Chaperone protein DnaJ
955,1075,KNOT_25150052,32.84,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,,,,,,,,,,,2.53E4,,,,,,,,,1.55E5,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Oxidation (M),55434,hypothetical protein
957,1264,GROUPS_12321343,32.82,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,,,,,,,,6.32E4,,,,,,,,,3.48E5,,,,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,Carbamidomethylation,31548,hypothetical protein
604,582,KNOT_8764305,32.75,9,0,0,9,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,,,0E0,,,,,,,,,,,,,,,,,,2,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),25461,putative hydrolase
568,466,KNOT_7876890,32.73,5,3,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2.44E5,,,1.9E6,,,,6.49E5,,,2.03E5,,,,,,,,,,2,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,37086,Metallo-beta-lactamase L1
810,945,KNOT_586096,32.69,8,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0E0,,,,1.98E4,,,,,,,,,,,,,,,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxidation (M),37873,UDP-N-acetylglucosamine 4 6-dehydratase (inverting)
926,300,GROUPS_3222484,32.65,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81E5,,3.07E5,5.72E5,,,,,,,,,,,,,,,,,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46487,hypothetical protein
339,386,KNOT_3700081,32.65,3,1,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1.67E6,2.13E6,,,,,,,,,,1.7E5,0E0,,,,,,,,2,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,67454,Nitrogen fixation regulatory protein
986,2746,GROUPS_13562033,32.65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,,,,,,,,,,,,,,1.21E5,2.69E4,,,1.67E5,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,33620,hypothetical protein
906,943,KNOT_12854264,32.62,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,,,,,,,,,,,,,,,,,1.97E5,,,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,,21258,dITP/XTP pyrophosphatase
849,1162,GROUPS_12711590,32.60,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,,,,,,,,,,,2.64E4,,,,,,,2.84E5,,,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,Carbamidomethylation,104801,Isoleucine--tRNA ligase
1615,2823,KNOT_21306220,32.58,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,9.53E4,,,,,,,,,,,,,,,,7.47E5,,,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,18279,Ribosome-recycling factor
1833,6739,KNOT_11273966,32.47,19,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,,,,,,,,,,,0E0,,,,,,,,0E0,,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,8216,hypothetical protein
1406,2098,KNOT_2043356,32.46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,,,,,,,,,,,,,,,,2.82E5,,3.24E4,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,44258,Translation initiation factor IF-2
793,2481,KNOT_9883434,32.41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1.94E5,,,,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,122288,hypothetical protein
1148,597,KNOT_23062251,32.39,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,0E0,,,,,,1.47E4,,,,,,,,,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Oxidation (M),145366,hypothetical protein
145,1018,GROUPS_7345700,32.38,15,8,8,0,0,8,0,0,7,8,0,0,0,8,0,0,0,8,8,0,0,8.64E4,,,,3.51E5,,,4.38E4,1.91E6,,,,2.56E5,,,,1.7E6,1.17E6,,,2,2,1,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,2,1,0,0,,11695,hypothetical protein
279,509,KNOT_863647,32.30,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,,2.42E5,,,,,1.09E6,1.39E6,1.86E5,,,,,,,,,,,0E0,2,2,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,,57118,Competence protein ComM
742,1071,KNOT_1294676,32.23,17,3,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5.72E5,0E0,,,,,,,,,0E0,,,,,,,,,,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,28286,Ribosomal large subunit pseudouridine synthase B
899,236,KNOT_25684556,32.22,4,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5.62E4,1.41E5,8.71E4,,,,,,,,,,,,,,,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16560,hypothetical protein
1074,1360,KNOT_8075248,32.18,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0E0,,,,,,,,,,,,,,,,1.6E6,,,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,48386,Periplasmic serine endoprotease DegP
1435,702,KNOT_22969405,32.18,5,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2.07E3,,,,,,,,,,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Oxidation (M),35486,ATPase RavA
1810,2487,KNOT_768251,32.15,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,,,,,,,,,,,,,0E0,,,,5.33E5,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,36124,hypothetical protein
1397,1470,GROUPS_4958866,32.13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,,,,,,,,,,,,,,,,,1.48E6,,,1.4E5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,58092,putative type I restriction enzymeP M protein
1228,3191,KNOT_10047431,32.13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,3.37E5,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,73796,hypothetical protein
603,569,KNOT_24656648,32.12,20,10,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,5.9E4,,,,,,2.3E5,1.3E5,,,,,,,,,,,,,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,10736,hypothetical protein
874,1864,GROUPS_14024286,32.10,6,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,2.56E4,,,,,,,,,,,,,,,,,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,40830,hypothetical protein
1499,1324,GROUPS_11655266,32.04,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,9.57E2,,,,,,,,1.62E5,,,,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,27308,hypothetical protein
352,947,KNOT_1300601,32.03,7,0,0,0,0,2,0,0,2,3,3,2,0,0,0,0,0,0,0,0,0,,,,,5.32E4,,,0E0,1.46E4,3.4E4,7.13E5,,,,,,,,,,3,3,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),54738,hypothetical protein
654,1953,KNOT_17184091,32.00,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,0E0,,,,,,,,,,,,,,,2.44E5,,,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,91263,Translocation and assembly module TamB
824,456,GROUPS_15884748,31.96,7,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3E5,,,6.58E5,,,,4.39E5,,,,,,,,,,,,,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,29298,hypothetical protein
1751,2153,GROUPS_15259507,31.94,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,,,,,,,,,,,,,,,,,,,1E5,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,16324,hypothetical protein
1441,876,KNOT_30977494,31.91,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,1.18E4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Oxidation (M),35253,Holliday junction ATP-dependent DNA helicase RuvB
651,520,KNOT_19463249,31.90,4,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0E0,1.1E5,,,1.17E4,,,,,,,,,,,,,,,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,58256,hypothetical protein
818,3227,KNOT_7103705,31.88,4,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,52361,hypothetical protein
210,1521,GROUPS_13885231,31.87,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1.88E5,,,,,,,,,,,,,,,,1.84E6,,,1.21E5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,,48366,N-carbamoyl-L-amino acid hydrolase
158,477,GROUPS_11757835,31.87,6,3,0,0,0,0,3,0,0,3,3,3,3,0,0,0,0,0,0,3,0,2.45E4,,,,,,,,2.02E5,6.34E4,1.27E5,1.93E4,,,,,,,0E0,,2,2,1,0,0,0,0,1,0,0,2,1,2,1,0,0,0,0,0,0,1,0,,27083,hypothetical protein
1493,908,KNOT_11121010,31.87,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1.51E6,,,,,,,,,,,,,,,,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19204,hypothetical protein
1354,1306,KNOT_34582358,31.85,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,,,,,,,,,3.98E5,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,28127,hypothetical protein
758,1026,GROUPS_30077,31.84,7,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0E0,,,6.25E3,,,,,,,,,,,,,,1.52E5,,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,39095,Imidazolonepropionase
461,1388,KNOT_13973019,31.83,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26E6,1.14E6,,,2.14E3,,,,,,,,,,,,,,,,3,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxidation (M),141583,hypothetical protein
430,774,KNOT_7398933,31.79,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,3,,,,,,,,,,,,,4.56E4,2.82E4,,1.79E5,,,5.31E5,8.64E4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,,28584,hypothetical protein
1874,968,KNOT_673586,31.75,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,4.94E4,,,,,,,,,,,,,,8.62E5,,,,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,15030,C-factor
4196,1975,KNOT_946954,31.67,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,,,,,,,,,,,,,,,,3.37E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,14199,Enolase
1200,1392,GROUPS_15988240,31.65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,1.03E6,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Carbamidomethylation,71493,hypothetical protein
1922,8020,KNOT_7716646,31.65,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,,,,,,,,,,,,,,,,,,2.09E5,1.03E5,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,14311,Chaperone protein DnaK
848,1101,GROUPS_15930293,31.62,16,7,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3.86E3,,,1.48E6,,,,5.25E4,,,,,,,,,,,,,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,24390,Argininosuccinate synthase
826,705,KNOT_19659109,31.59,6,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0E0,,3.44E5,8.51E3,,,,,,,,,,,,,,,,,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35929,Ketol-acid reductoisomerase
1782,635,KNOT_2446819,31.52,14,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,,,1.9E5,,,,,,,,,,,,,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,14208,putative response regulatory protein
1296,1567,KNOT_29979034,31.50,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0E0,,,,,,,,,,,,,,,,1.84E5,,,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,75510,Sporulation kinase D
785,900,GROUPS_11491278,31.48,10,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,8.37E4,0E0,,,,,0E0,,,,,,,,,,,,,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,36024,Glycosyltransferase Gtf1
998,1948,KNOT_2626222,31.46,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,5.91E4,,,,,,,,,,5.27E5,,,,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,,48230,Protein translocase subunit SecY
